2438|819925|4.0|3.0|1000000001
1468|2191066|2.0|4.0|1000000001
9523|2186950|4.0|1.0|1000000001
4189|1341170|5.0|3.0|1000000001
9607|1775812|4.0|3.0|1000000001
7121|472521|4.0|1.0|1000000001
2003|2229597|5.0|1.0|1000000001
9250|591800|4.0|3.0|1000000001
9809|1044879|1.0|1.0|1000000001
8046|714753|2.0|3.0|1000000001
1111|1726418|4.0|3.0|1000000001
8267|2417018|2.0|4.0|1000000001
6350|2037659|4.0|5.0|1000000001
8797|1550736|1.0|2.0|1000000001
5186|1692419|4.0|5.0|1000000001
2513|1999348|4.0|1.0|1000000001
6077|782866|4.0|1.0|1000000001
5822|1557585|4.0|4.0|1000000001
5864|2349438|4.0|2.0|1000000001
4470|2273443|4.0|5.0|1000000001
9495|1998919|3.0|2.0|1000000001
1286|1678764|4.0|1.0|1000000001
9126|1460715|4.0|5.0|1000000001
1536|1928078|3.0|5.0|1000000001
8497|1717313|5.0|2.0|1000000001
9322|1183861|1.0|3.0|1000000001
2870|1875084|5.0|4.0|1000000001
349|1675459|2.0|2.0|1000000001
6958|925668|1.0|2.0|1000000001
3171|1904999|5.0|5.0|1000000001
7390|402868|5.0|2.0|1000000001
1815|1766933|3.0|1.0|1000000001
2885|2217542|4.0|5.0|1000000001
1861|1709245|4.0|1.0|1000000001
8678|2469261|2.0|5.0|1000000001
2840|2322554|3.0|3.0|1000000001
8810|1961550|1.0|5.0|1000000001
3026|2135531|4.0|2.0|1000000001
4129|2031193|2.0|2.0|1000000001
9345|2126267|5.0|5.0|1000000001
6704|1445560|5.0|5.0|1000000001
7850|1759067|2.0|5.0|1000000001
3465|1262382|5.0|3.0|1000000001
5817|8882|2.0|2.0|1000000001
3535|1077155|3.0|1.0|1000000001
5782|1079049|2.0|5.0|1000000001
8676|1548989|3.0|3.0|1000000001
647|2240856|4.0|4.0|1000000001
4342|886420|2.0|5.0|1000000001
1633|1920324|4.0|5.0|1000000001
3855|1910430|2.0|5.0|1000000001
9910|1768147|5.0|5.0|1000000001
9204|1364321|1.0|5.0|1000000001
3102|2234348|2.0|2.0|1000000001
4200|583279|3.0|3.0|1000000001
4004|1802708|1.0|3.0|1000000001
8828|1819628|3.0|3.0|1000000001
7541|280178|5.0|4.0|1000000001
1572|2141438|5.0|4.0|1000000001
137|530389|4.0|1.0|1000000001
3407|284213|2.0|2.0|1000000001
519|2202598|1.0|3.0|1000000001
6816|2030966|3.0|1.0|1000000001
4380|2513751|1.0|3.0|1000000001
912|2053703|1.0|4.0|1000000001
2245|1150165|3.0|4.0|1000000001
1426|1944521|3.0|1.0|1000000001
4695|2419115|1.0|4.0|1000000001
2335|2203207|1.0|1.0|1000000001
2505|304795|3.0|5.0|1000000001
1692|1639321|3.0|2.0|1000000001
9262|2083807|2.0|1.0|1000000001
285|2243314|4.0|2.0|1000000001
5703|598973|3.0|2.0|1000000001
5304|871595|2.0|3.0|1000000001
1105|2509740|2.0|1.0|1000000001
6660|1715446|4.0|5.0|1000000001
7427|2281845|4.0|3.0|1000000001
9115|2497261|2.0|3.0|1000000001
4919|1836117|1.0|1.0|1000000001
5491|2208364|4.0|1.0|1000000001
8823|480946|4.0|2.0|1000000001
8480|1612139|2.0|1.0|1000000001
7507|1460798|5.0|4.0|1000000001
189|2157656|2.0|5.0|1000000001
1481|1913258|3.0|4.0|1000000001
8120|1807433|3.0|3.0|1000000001
5784|2154641|3.0|4.0|1000000001
5729|925216|3.0|3.0|1000000001
5895|925216|3.0|5.0|1000000001
6132|2113354|2.0|5.0|1000000001
7878|661171|5.0|3.0|1000000001
5663|2415758|1.0|1.0|1000000001
7501|2440764|2.0|3.0|1000000001
6780|2270288|3.0|4.0|1000000001
2223|1720767|3.0|2.0|1000000001
9183|2231390|2.0|3.0|1000000001
8515|2386142|3.0|5.0|1000000001
5614|2279044|5.0|3.0|1000000001
7722|2384921|3.0|4.0|1000000001
6431|279992|3.0|1.0|1000000001
5180|2272520|1.0|5.0|1000000001
9291|386903|2.0|1.0|1000000001
8321|214854|3.0|4.0|1000000001
6459|562132|2.0|3.0|1000000001
4356|2178226|4.0|1.0|1000000001
1912|2084514|2.0|2.0|1000000001
7903|2499792|5.0|1.0|1000000001
6322|125892|2.0|1.0|1000000001
8677|1243656|5.0|3.0|1000000001
6460|1947312|3.0|4.0|1000000001
8215|2519617|4.0|5.0|1000000001
9393|1899516|1.0|2.0|1000000001
4912|1784352|5.0|4.0|1000000001
2449|2151931|3.0|5.0|1000000001
7863|1653220|2.0|4.0|1000000001
4547|2491155|3.0|2.0|1000000001
5923|2256771|3.0|2.0|1000000001
977|2104860|1.0|5.0|1000000001
36|116514|1.0|4.0|1000000001
5356|2001932|3.0|2.0|1000000001
532|2363211|4.0|2.0|1000000001
3991|1692087|5.0|1.0|1000000001
1416|2404095|5.0|4.0|1000000001
9315|1410364|4.0|2.0|1000000001
363|2521069|2.0|5.0|1000000001
2528|2088652|1.0|5.0|1000000001
1554|2481595|4.0|1.0|1000000001
1891|780343|5.0|1.0|1000000001
8097|1781884|2.0|3.0|1000000001
117|2298581|2.0|1.0|1000000001
8201|2513434|5.0|2.0|1000000001
5852|2015152|5.0|5.0|1000000001
1714|2308909|3.0|1.0|1000000001
9946|4903|1.0|3.0|1000000001
4857|1976842|1.0|3.0|1000000001
8769|1925286|4.0|5.0|1000000001
5970|2126267|5.0|5.0|1000000001
656|1734936|2.0|2.0|1000000001
7145|2036925|3.0|2.0|1000000001
2748|870639|4.0|1.0|1000000001
4548|2408929|5.0|2.0|1000000001
8992|1582916|5.0|5.0|1000000001
8013|2074298|5.0|2.0|1000000001
5719|1929180|4.0|3.0|1000000001
2984|165285|1.0|3.0|1000000001
3706|2304102|2.0|2.0|1000000001
1721|1814722|3.0|2.0|1000000001
2760|59433|2.0|1.0|1000000001
4912|2081571|1.0|4.0|1000000001
7106|545122|4.0|1.0|1000000001
6607|2503552|3.0|3.0|1000000001
5355|1938333|5.0|5.0|1000000001
4202|2177567|3.0|5.0|1000000001
987|2197723|3.0|5.0|1000000001
3536|2273260|1.0|3.0|1000000001
6810|1395451|4.0|3.0|1000000001
1912|1865728|3.0|4.0|1000000001
670|654180|4.0|3.0|1000000001
1995|1094570|1.0|4.0|1000000001
9430|1810871|4.0|3.0|1000000001
855|2425319|3.0|2.0|1000000001
4489|1981281|5.0|1.0|1000000001
7654|2505578|3.0|5.0|1000000001
2289|278384|2.0|2.0|1000000001
2352|2011814|2.0|2.0|1000000001
7030|1801261|2.0|4.0|1000000001
4861|2268285|2.0|5.0|1000000001
7572|2426495|4.0|3.0|1000000001
2879|2447300|2.0|1.0|1000000001
4826|2066135|1.0|1.0|1000000001
630|1975277|5.0|2.0|1000000001
679|1282607|1.0|3.0|1000000001
8061|1020265|4.0|2.0|1000000001
4793|2412215|3.0|1.0|1000000001
3432|1888360|5.0|2.0|1000000001
2656|558843|1.0|5.0|1000000001
708|2332011|2.0|1.0|1000000001
8110|2266614|1.0|4.0|1000000001
4940|2236668|2.0|2.0|1000000001
6581|2010396|2.0|4.0|1000000001
6638|1711326|2.0|1.0|1000000001
5656|1900462|5.0|4.0|1000000001
5576|188535|5.0|2.0|1000000001
8248|1032585|2.0|2.0|1000000001
1533|2322208|3.0|5.0|1000000001
9873|2278494|1.0|2.0|1000000001
6158|1080923|5.0|4.0|1000000001
1172|1714626|5.0|2.0|1000000001
3405|2351382|5.0|3.0|1000000001
8727|1742463|3.0|2.0|1000000001
9719|1748142|5.0|2.0|1000000001
4405|1978254|2.0|2.0|1000000001
2886|750709|4.0|1.0|1000000001
5756|714839|5.0|1.0|1000000001
8737|2222285|1.0|1.0|1000000001
9979|1187141|2.0|5.0|1000000001
9743|1939208|3.0|3.0|1000000001
6916|2018097|4.0|5.0|1000000001
1265|2246775|1.0|1.0|1000000001
3741|2119495|4.0|2.0|1000000001
238|1905210|4.0|2.0|1000000001
7747|1798093|5.0|5.0|1000000001
7568|1665137|4.0|2.0|1000000001
7304|2009812|2.0|5.0|1000000001
6917|2071456|5.0|1.0|1000000001
6455|1828605|3.0|1.0|1000000001
9315|2052486|5.0|2.0|1000000001
9031|2508040|5.0|2.0|1000000001
5626|926107|3.0|4.0|1000000001
7540|2255680|1.0|4.0|1000000001
3865|1077032|1.0|1.0|1000000001
1415|1975277|3.0|2.0|1000000001
9345|1836341|2.0|4.0|1000000001
6526|2035386|2.0|4.0|1000000001
9507|2318460|1.0|3.0|1000000001
9330|726518|3.0|2.0|1000000001
8637|1868237|5.0|2.0|1000000001
7244|2441520|3.0|2.0|1000000001
4224|1702541|4.0|4.0|1000000001
9839|2183780|3.0|4.0|1000000001
1881|1828994|2.0|5.0|1000000001
5890|302|5.0|4.0|1000000001
151|2487844|4.0|1.0|1000000001
7764|2201719|4.0|3.0|1000000001
1697|301375|3.0|2.0|1000000001
505|391161|4.0|1.0|1000000001
5265|1667999|4.0|1.0|1000000001
8871|242511|4.0|2.0|1000000001
1282|1289028|3.0|1.0|1000000001
2869|413579|4.0|2.0|1000000001
7673|1778315|5.0|1.0|1000000001
9692|401913|5.0|2.0|1000000001
3796|526291|1.0|1.0|1000000001
3175|2435847|1.0|4.0|1000000001
3218|2119899|5.0|5.0|1000000001
4262|121359|2.0|2.0|1000000001
6618|1727184|3.0|4.0|1000000001
2531|2136355|1.0|5.0|1000000001
9254|948655|5.0|2.0|1000000001
8204|2242498|2.0|5.0|1000000001
3479|1896317|3.0|4.0|1000000001
